"CustomerID","TotalSpend","Segment"
13747,79.6,"Low value"
13748,948.25,"Medium value"
13750,1647.26,"Medium value"
13751,296.25,"Low value"
13752,1186.28,"Medium value"
13753,741.26,"Medium value"
13754,282.6,"Low value"
13755,2168.02,"High value"
13756,5233.92,"High value"
13758,3190.55,"High value"
13759,659.41,"Low value"
13760,286.79,"Low value"
13761,1070.65,"Medium value"
13762,613.44,"Low value"
13763,1740.46,"High value"
13764,1521.76,"Medium value"
13767,17495.01,"High value"
13769,2821.15,"High value"
13771,2637.2,"High value"
13772,1132.13,"Medium value"
13774,345,"Low value"
13777,26205.97,"High value"
13778,178.7,"Low value"
13780,360.01,"Low value"
13781,127.84,"Low value"
13782,912,"Medium value"
13784,2462.79,"High value"
13786,230.4,"Low value"
13787,309.04,"Low value"
13790,348.8,"Low value"
13791,1984.32,"High value"
13792,195.55,"Low value"
13798,37956.28,"High value"
13799,688.86,"Medium value"
13800,558.32,"Low value"
13801,324.8,"Low value"
13802,5292.57,"High value"
13803,277.07,"Low value"
13804,2635.79,"High value"
13805,924.6,"Medium value"
13806,256.38,"Low value"
13807,112.6,"Low value"
13808,1747.66,"High value"
13809,155.05,"Low value"
13810,2098.51,"High value"
13811,1037.25,"Medium value"
13812,539,"Low value"
13813,1380.31,"Medium value"
13814,1596.12,"Medium value"
13815,4039.81,"High value"
13816,588.3,"Low value"
13817,382.98,"Low value"
13819,1140.35,"Medium value"
13821,385.64,"Low value"
13822,632,"Low value"
13823,957.66,"Medium value"
13824,1698.94,"High value"
13826,204.35,"Low value"
13827,412.05,"Low value"
13828,209.49,"Low value"
13829,102,"Low value"
13831,2202.99,"High value"
13832,63.45,"Low value"
13833,384.8,"Low value"
13835,834.57,"Medium value"
13837,271.24,"Low value"
13838,691.73,"Medium value"
13841,85,"Low value"
13842,3385.62,"High value"
13844,361.62,"Low value"
13845,312.98,"Low value"
13846,882.51,"Medium value"
13848,1255,"Medium value"
13849,1537.95,"Medium value"
13850,1604.15,"Medium value"
13851,2651.46,"High value"
13853,1123.34,"Medium value"
13854,8194.02,"High value"
13856,413.6,"Low value"
13858,216.17,"Low value"
13859,201.16,"Low value"
13860,1251.8,"Medium value"
13862,2231.41,"High value"
13863,312,"Low value"
13865,501.56,"Low value"
13866,145.67,"Low value"
13867,1015.29,"Medium value"
13868,3192.54,"High value"
13869,3104.95,"High value"
13870,2790.63,"High value"
13871,6416.7,"High value"
13873,397.5,"Low value"
13874,540.45,"Low value"
13875,1786.79,"High value"
13876,122.7,"Low value"
13877,117.24,"Low value"
13878,1281.53,"Medium value"
13880,3219.77,"High value"
13881,17329.52,"High value"
13882,1250.98,"Medium value"
13883,2810.21,"High value"
13884,793.9,"Medium value"
13885,506.8,"Low value"
13886,243.56,"Low value"
13887,349.55,"Low value"
13888,605.63,"Low value"
13889,416.9,"Low value"
13890,1906.76,"High value"
13892,632.97,"Low value"
13893,821.1,"Medium value"
13894,593.27,"Low value"
13895,2598.02,"High value"
13897,311.16,"Low value"
13898,155.93,"Low value"
13899,388.52,"Low value"
13900,740.95,"Medium value"
13901,2867.2,"High value"
13904,332.64,"Low value"
13908,2392.05,"High value"
13911,2580.91,"High value"
13914,638.95,"Low value"
13917,272.04,"Low value"
13918,1212.84,"Medium value"
13919,419.46,"Low value"
13922,172.25,"Low value"
13923,351.13,"Low value"
13924,1995.62,"High value"
13925,739.85,"Medium value"
13926,223.85,"Low value"
13927,348.99,"Low value"
13928,464.57,"Low value"
13929,882.45,"Medium value"
13930,337.34,"Low value"
13931,1244.13,"Medium value"
13932,307.4,"Low value"
13933,608.79,"Low value"
13934,922.1,"Medium value"
13936,391.88,"Low value"
13937,158.85,"Low value"
13938,71.66,"Low value"
13939,580.35,"Low value"
13940,839.14,"Medium value"
13941,5313.51,"High value"
13946,561.57,"Low value"
13947,90.6,"Low value"
13948,102,"Low value"
13949,2427.32,"High value"
13950,761.56,"Medium value"
13951,674.45,"Low value"
13952,3256.051,"High value"
13953,3515.68,"High value"
13954,501.25,"Low value"
13955,322.96,"Low value"
13956,1026.42,"Medium value"
13958,102.45,"Low value"
13959,598.2,"Low value"
13960,230.22,"Low value"
13962,169.55,"Low value"
13963,664.54,"Low value"
13967,80.7,"Low value"
13969,9121.19,"High value"
13971,2814.3,"High value"
13972,190.25,"Low value"
13973,264.7,"Low value"
13974,413.59,"Low value"
13975,2549.33,"High value"
13976,357.98,"Low value"
13978,196.79,"Low value"
13979,869.87,"Medium value"
13980,200.14,"Low value"
13982,1882.51,"High value"
13983,2616.4,"High value"
13984,1352.99,"Medium value"
13985,7095.73,"High value"
13986,320.46,"Low value"
13988,4197.12,"High value"
13989,1266.08,"Medium value"
13990,311.3,"Low value"
13991,861.31,"Medium value"
13992,76.8,"Low value"
13993,3523.06,"High value"
13994,2313.14,"High value"
13995,1403.89,"Medium value"
13999,3938.36,"High value"
14000,637.61,"Low value"
14001,2055.83,"High value"
14002,529.73,"Low value"
14004,4582.64,"High value"
14005,2874.72,"High value"
14006,962.19,"Medium value"
14009,705.29,"Medium value"
14012,328.8,"Low value"
14013,473.02,"Low value"
14014,505.18,"Low value"
14015,917.34,"Medium value"
14016,4353.96,"High value"
14019,1444.26,"Medium value"
14020,642.8,"Low value"
14021,631.9,"Low value"
14022,440,"Low value"
14023,584.07,"Low value"
14024,327.7,"Low value"
14027,104.82,"Low value"
14029,467.66,"Low value"
14030,2360.09,"High value"
14031,19939.08,"High value"
14032,3021.34,"High value"
14034,791.62,"Medium value"
14035,1428.02,"Medium value"
14036,626.65,"Low value"
14037,147.2,"Low value"
14038,1566.28,"Medium value"
14039,152.2,"Low value"
14040,3687.65,"High value"
14041,141.41,"Low value"
14044,652.82,"Low value"
14045,1659.75,"Medium value"
14046,154.99,"Low value"
14047,1327.21,"Medium value"
14048,444.73,"Low value"
14049,5724.29,"High value"
14050,746.36,"Medium value"
14051,15743.44,"High value"
14052,225.36,"Low value"
14053,260.25,"Low value"
14054,92.46,"Low value"
14055,725.64,"Medium value"
14056,8304.9,"High value"
14057,6288.52,"High value"
14059,183.6,"Low value"
14060,6145.46,"High value"
14062,10464.85,"High value"
14064,1519.16,"Medium value"
14066,152.55,"Low value"
14067,374.7,"Low value"
14068,265.85,"Low value"
14071,1570.23,"Medium value"
14073,162.54,"Low value"
14075,942.26,"Medium value"
14076,122.47,"Low value"
14077,499.42,"Low value"
14078,1049.37,"Medium value"
14079,375.1,"Low value"
14080,45.6,"Low value"
14081,964.37,"Medium value"
14082,182.25,"Low value"
14083,1018.43,"Medium value"
14085,4461.29,"High value"
14087,207.17,"Low value"
14088,50568.13,"High value"
14089,161,"Low value"
14090,76.32,"Low value"
14092,4090.72,"High value"
14093,442.85,"Low value"
14096,73208.67,"High value"
14098,147.35,"Low value"
14099,3115.37,"High value"
14100,194.9,"Low value"
14101,5976.79,"High value"
14102,1405.83,"Medium value"
14104,216.21,"Low value"
14105,1272.13,"Medium value"
14107,2717.98,"High value"
14108,601.66,"Low value"
14109,208.2,"Low value"
14110,5696.65,"High value"
14111,697.1,"Medium value"
14112,3056.13,"High value"
14113,2302.92,"High value"
14114,386.53,"Low value"
14116,1382.74,"Medium value"
14117,90,"Low value"
14119,19.9,"Low value"
14121,2820,"High value"
14124,419.58,"Low value"
14125,2740.43,"High value"
14126,768.63,"Medium value"
14127,709.71,"Medium value"
14128,637.5,"Low value"
14129,1123.86,"Medium value"
14130,483.86,"Low value"
14132,3591.93,"High value"
14133,620.94,"Low value"
14135,4690.31,"High value"
14138,982.38,"Medium value"
14139,415.82,"Low value"
14140,950.05,"Medium value"
14141,951.23,"Medium value"
14142,311.81,"Low value"
14143,115.8,"Low value"
14145,4336.2,"High value"
14146,5432.43,"High value"
14147,498.4,"Low value"
14148,157.2,"Low value"
14149,633.81,"Low value"
14150,658.64,"Low value"
14152,631.49,"Low value"
14154,1345.62,"Medium value"
14155,118.75,"Low value"
14156,121375.12,"High value"
14157,465.33,"Low value"
14158,507.66,"Low value"
14159,4707.72,"High value"
14161,1110.52,"Medium value"
14162,289.36,"Low value"
14163,2445.91,"High value"
14164,1631.77,"Medium value"
14165,122.54,"Low value"
14167,574.84,"Low value"
14171,363.79,"Low value"
14173,450.84,"Low value"
14174,134.46,"Low value"
14175,3336.54,"High value"
14176,579.8,"Low value"
14177,564.36,"Low value"
14178,1620.93,"Medium value"
14179,719.78,"Medium value"
14180,4856.27,"High value"
14184,452.89,"Low value"
14185,197.65,"Low value"
14188,2089.81,"High value"
14189,4703.85,"High value"
14191,4709.51,"High value"
14193,853.39,"Medium value"
14194,11482.29,"High value"
14195,1061.3,"Medium value"
14196,335.52,"Low value"
14198,739.3,"Medium value"
14199,185.4,"Low value"
14201,806.84,"Medium value"
14204,161.03,"Low value"
14205,714.62,"Medium value"
14206,348.06,"Low value"
14208,151.74,"Low value"
14209,2079.73,"High value"
14210,1910.79,"High value"
14211,2273.9,"High value"
14212,1070.48,"Medium value"
14213,1192.2,"Medium value"
14214,1008.53,"Medium value"
14215,1801.52,"High value"
14216,1839.3,"High value"
14217,2084.6,"High value"
14218,169.48,"Low value"
14219,89.94,"Low value"
14220,632.4,"Low value"
14221,3437.75,"High value"
14222,683.17,"Medium value"
14223,1007.03,"Medium value"
14224,1050.12,"Medium value"
14226,2262.74,"High value"
14227,3386.21,"High value"
14229,1643.8,"Medium value"
14231,1029.36,"Medium value"
14232,2052.21,"High value"
14233,1477.93,"Medium value"
14234,775.46,"Medium value"
14235,3195.86,"High value"
14236,490.86,"Low value"
14237,161,"Low value"
14238,146.85,"Low value"
14239,2438.2,"High value"
14240,890.34,"Medium value"
14241,213.7,"Low value"
14242,280.55,"Low value"
14243,2641.66,"High value"
14245,1709.42,"High value"
14246,1474.06,"Medium value"
14247,136.77,"Low value"
14248,302.58,"Low value"
14250,1904.05,"High value"
14251,2879.7,"High value"
14256,1003.06,"Medium value"
14257,3112.17,"High value"
14258,12689.88,"High value"
14259,120,"Low value"
14261,1163.45,"Medium value"
14262,2618.23,"High value"
14264,348.47,"Low value"
14265,530.18,"Low value"
14267,1753.39,"High value"
14270,492.65,"Low value"
14271,112.32,"Low value"
14272,437.96,"Low value"
14273,559.97,"Low value"
14276,1220.09,"Medium value"
14277,4475.4,"High value"
14280,134.04,"Low value"
14282,3729.34,"High value"
14284,612.05,"Low value"
14285,1910.01,"High value"
14286,4661.69,"High value"
14287,202.03,"Low value"
14288,439.35,"Low value"
14289,911.26,"Medium value"
14290,2321.85,"High value"
14291,3893.2,"High value"
14292,4924.53,"High value"
14293,1046.56,"Medium value"
14295,177.7,"Low value"
14297,1326.6,"Medium value"
14298,52192.16,"High value"
14299,5075.89,"High value"
14300,43.2,"Low value"
14301,648.24,"Low value"
14304,569.8,"Low value"
14305,1914.16,"High value"
14306,2103.22,"High value"
14307,2995.72,"High value"
14309,2385.38,"High value"
14311,390.81,"Low value"
14312,1611.59,"Medium value"
14314,120,"Low value"
14315,2505.28,"High value"
14317,508.58,"Low value"
14320,612.47,"Low value"
14321,1530.75,"Medium value"
14323,635.86,"Low value"
14326,200.85,"Low value"
14327,311.65,"Low value"
14329,5100.94,"High value"
14331,462.66,"Low value"
14332,866.31,"Medium value"
14333,478.95,"Low value"
14334,2564.96,"High value"
14335,468.26,"Low value"
14336,1614.91,"Medium value"
14338,622.22,"Low value"
14339,329.13,"Low value"
14340,134.7,"Low value"
14341,2198.18,"High value"
14342,729.41,"Medium value"
14344,889.93,"Medium value"
14345,108.98,"Low value"
14346,1021.58,"Medium value"
14348,409.57,"Low value"
14349,133.5,"Low value"
14350,307.16,"Low value"
14351,51,"Low value"
14352,1078.96,"Medium value"
14353,90.6,"Low value"
14354,163.62,"Low value"
14355,174.4,"Low value"
14356,735.52,"Medium value"
14357,225.77,"Low value"
14359,941.78,"Medium value"
14360,2128.23,"High value"
14362,161.2,"Low value"
14364,3717.35,"High value"
14367,9355.22,"High value"
14368,155,"Low value"
14371,100.5,"Low value"
14373,76.55,"Low value"
14375,257.68,"Low value"
14377,617.05,"Low value"
14379,348.1,"Low value"
14381,202.68,"Low value"
14382,626.07,"Low value"
14383,1247.69,"Medium value"
14385,202.11,"Low value"
14386,142.4,"Low value"
14387,1770.56,"High value"
14388,3253.64,"High value"
14389,1087.2,"Medium value"
14390,4713.17,"High value"
14393,67.95,"Low value"
14395,3543.51,"High value"
14396,487.99,"Low value"
14397,2669.24,"High value"
14400,589.7,"Low value"
14401,4062.98,"High value"
14403,1525.31,"Medium value"
14404,1513.92,"Medium value"
14406,156.75,"Low value"
14407,2204.38,"High value"
14408,2606.53,"High value"
14409,2210.65,"High value"
14410,1633.84,"Medium value"
14411,1063,"Medium value"
14412,778.73,"Medium value"
14413,122.7,"Low value"
14414,1508.83,"Medium value"
14415,5989,"High value"
14416,490.22,"Low value"
14418,1937.25,"High value"
14419,1058.06,"Medium value"
14420,389.17,"Low value"
14421,813.11,"Medium value"
14422,4263.64,"High value"
14423,265.2,"Low value"
14424,322.08,"Low value"
14426,5044.44,"High value"
14427,363.34,"Low value"
14428,1259.52,"Medium value"
14431,542.96,"Low value"
14432,2255.51,"High value"
14434,1372.8,"Medium value"
14436,89.06,"Low value"
14437,169.4,"Low value"
14438,131.9,"Low value"
14439,2661.24,"High value"
14440,2357.68,"High value"
14441,1880.64,"High value"
14442,1635.02,"Medium value"
14443,1439.52,"Medium value"
14446,1039.58,"Medium value"
14447,1163.23,"Medium value"
14448,375.35,"Low value"
14449,907.1,"Medium value"
14450,483.25,"Low value"
14451,662.59,"Low value"
14452,264.44,"Low value"
14453,119.93,"Low value"
14456,3077.17,"High value"
14457,113.64,"Low value"
14459,1837.92,"High value"
14460,485.34,"Low value"
14461,2103.06,"High value"
14462,2042.14,"High value"
14463,529.62,"Low value"
14465,1058.62,"Medium value"
14466,2272.4,"High value"
14467,598.76,"Low value"
14470,461.19,"Low value"
14472,1936.84,"High value"
14473,234.34,"Low value"
14474,557.61,"Low value"
14475,1051.88,"Medium value"
14476,215.7,"Low value"
14477,1311.39,"Medium value"
14479,316.25,"Low value"
14480,279.05,"Low value"
14481,636.51,"Low value"
14482,2068.15,"High value"
14483,145,"Low value"
14484,321.92,"Low value"
14485,165.75,"Low value"
14487,1209.08,"Medium value"
14488,1081.13,"Medium value"
14489,463.38,"Low value"
14491,340.93,"Low value"
14493,2403.64,"High value"
14494,139.56,"Low value"
14495,123.8,"Low value"
14496,538.81,"Low value"
14497,493.27,"Low value"
14498,1957.32,"High value"
14499,815.32,"Medium value"
14500,356.85,"Low value"
14501,312.11,"Low value"
14502,2590.32,"High value"
14503,3543.26,"High value"
14504,673.26,"Low value"
14505,5992.58,"High value"
14506,2012.17,"High value"
14507,1398.18,"Medium value"
14508,276.42,"Low value"
14511,1362.21,"Medium value"
14512,275.28,"Low value"
14513,472.69,"Low value"
14514,1055.35,"Medium value"
14515,2102.09,"High value"
14517,330.45,"Low value"
14518,174.37,"Low value"
14520,270.6,"Low value"
14522,974.54,"Medium value"
14523,241.09,"Low value"
14524,1867.68,"High value"
14525,4443.03,"High value"
14527,9306.26,"High value"
14528,364.22,"Low value"
14529,620.04,"Low value"
14530,2925.91,"High value"
14532,932.85,"Medium value"
14533,2086.82,"High value"
14534,4818.75,"High value"
14535,2887.29,"High value"
14536,171.8,"Low value"
14537,355.56,"Low value"
14538,388.25,"Low value"
14539,537.48,"Low value"
14540,996.26,"Medium value"
14541,1461.65,"Medium value"
14542,103.25,"Low value"
14543,4344.49,"High value"
14544,2024.45,"High value"
14546,2669.16,"High value"
14547,4028.34,"High value"
14548,652.8,"Low value"
14549,289.24,"Low value"
14550,765.62,"Medium value"
14551,186.23,"Low value"
14552,165.07,"Low value"
14553,859.27,"Medium value"
14554,2381.04,"High value"
14555,324.14,"Low value"
14557,1576.76,"Medium value"
14560,2301.36,"High value"
14561,1080.76,"Medium value"
14562,5440.32,"High value"
14565,3124.47,"High value"
14566,1432,"Medium value"
14567,1536.26,"Medium value"
14569,227.39,"Low value"
14570,218.06,"Low value"
14572,2861.99,"High value"
14573,1703.12,"High value"
14576,35.4,"Low value"
14577,859.71,"Medium value"
14578,168.63,"Low value"
14581,138.6,"Low value"
14582,114.11,"Low value"
14583,1052.55,"Medium value"
14584,1055.26,"Medium value"
14585,157.05,"Low value"
14586,340.56,"Low value"
14587,1604.04,"Medium value"
14589,39.75,"Low value"
14591,1447.14,"Medium value"
14592,570.46,"Low value"
14593,617.99,"Low value"
14594,379.83,"Low value"
14595,1740.6,"High value"
14597,883.15,"Medium value"
14598,221.97,"Low value"
14600,393.33,"Low value"
14601,213.96,"Low value"
14603,660,"Low value"
14606,12599.45,"High value"
14607,21797.9,"High value"
14608,1785.15,"High value"
14609,601.56,"Low value"
14616,406.08,"Low value"
14618,568.29,"Low value"
14619,409.37,"Low value"
14620,432.28,"Low value"
14621,1810.96,"High value"
14622,320.58,"Low value"
14623,909.15,"Medium value"
14624,225.85,"Low value"
14625,950.78,"Medium value"
14626,2825.47,"High value"
14627,21.85,"Low value"
14628,671.96,"Low value"
14629,978.81,"Medium value"
14631,1006.98,"Medium value"
14632,114.56,"Low value"
14633,344.9,"Low value"
14636,609.85,"Low value"
14638,443.6,"Low value"
14639,3016.64,"High value"
14640,2208.01,"High value"
14641,110.46,"Low value"
14642,96.12,"Low value"
14643,719.01,"Medium value"
14644,881.06,"Medium value"
14645,597.09,"Low value"
14646,280923.02,"High value"
14647,243.22,"Low value"
14649,1417.29,"Medium value"
14651,654.6,"Low value"
14652,114.18,"Low value"
14653,1947.55,"High value"
14655,1934.31,"High value"
14656,291.05,"Low value"
14657,858.17,"Medium value"
14658,247.15,"Low value"
14659,2603.33,"High value"
14660,285.74,"Low value"
14661,107.95,"Low value"
14662,771.17,"Medium value"
14664,637.89,"Low value"
14665,2413.02,"High value"
14666,195.25,"Low value"
14667,9251.2,"High value"
14669,1269.99,"Medium value"
14670,411.53,"Low value"
14672,765.55,"Medium value"
14673,1736.4,"High value"
14675,604.75,"Low value"
14676,2553.24,"High value"
14679,2.55,"Low value"
14680,30575.88,"High value"
14681,498.95,"Low value"
14682,52,"Low value"
14684,1236.28,"Medium value"
14687,628.38,"Low value"
14688,6154.36,"High value"
14689,112.8,"Low value"
14690,384.79,"Low value"
14691,2114.33,"High value"
14692,601.05,"Low value"
14693,172.9,"Low value"
14696,2086.93,"High value"
14697,188.61,"Low value"
14698,1250.76,"Medium value"
14699,109.13,"Low value"
14700,2235.3,"High value"
14701,2612.52,"High value"
14702,3333.64,"High value"
14703,318.17,"Low value"
14704,1546.91,"Medium value"
14705,179,"Low value"
14708,1156.07,"Medium value"
14709,4930.94,"High value"
14710,606.13,"Low value"
14711,2899.4,"High value"
14712,917.07,"Medium value"
14713,2668.46,"High value"
14714,160.19,"Low value"
14715,867.38,"Medium value"
14716,329.68,"Low value"
14719,1612.08,"Medium value"
14720,663.81,"Low value"
14722,187.92,"Low value"
14723,1158.3,"Medium value"
14725,718.08,"Medium value"
14727,268.58,"Low value"
14729,313.49,"Low value"
14730,2005.06,"High value"
14731,380.02,"Low value"
14732,2718.64,"High value"
14733,9720.28,"High value"
14735,6323.69,"High value"
14737,1164.55,"Medium value"
14738,1338.96,"Medium value"
14739,3905.46,"High value"
14740,1473.21,"Medium value"
14741,1400.34,"Medium value"
14744,1111.43,"Medium value"
14745,1273.36,"Medium value"
14747,362.1,"Low value"
14748,1519.71,"Medium value"
14752,389.64,"Low value"
14753,563.15,"Low value"
14754,638.05,"Low value"
14755,5055.18,"High value"
14756,738.96,"Medium value"
14757,420.5,"Low value"
14758,1484.06,"Medium value"
14759,1625.97,"Medium value"
14760,124.6,"Low value"
14761,255.9,"Low value"
14762,300.52,"Low value"
14764,306.05,"Low value"
14765,254.11,"Low value"
14766,2523.67,"High value"
14768,245.7,"Low value"
14769,10707.9,"High value"
14770,876.42,"Medium value"
14772,139.26,"Low value"
14775,1011.9,"Medium value"
14776,2881.02,"High value"
14777,17.45,"Low value"
14778,730.86,"Medium value"
14779,386.15,"Low value"
14780,447.68,"Low value"
14782,200.1,"Low value"
14784,289.99,"Low value"
14785,77.4,"Low value"
14788,679.44,"Medium value"
14789,197.64,"Low value"
14790,745.06,"Medium value"
14792,12.4,"Low value"
14793,243.84,"Low value"
14794,1367.71,"Medium value"
14795,131.45,"Low value"
14796,8205.47,"High value"
14798,173.74,"Low value"
14799,157.7,"Low value"
14800,4443.14,"High value"
14801,193.14,"Low value"
14803,845.55,"Medium value"
14804,353.27,"Low value"
14805,554.65,"Low value"
14806,193.39,"Low value"
14808,3306.97,"High value"
14810,2087.88,"High value"
14813,155.43,"Low value"
14815,778.5,"Medium value"
14816,271.85,"Low value"
14817,1110.34,"Medium value"
14818,657.8,"Low value"
14819,272.07,"Low value"
14820,507.29,"Low value"
14821,48.8,"Low value"
14823,321.43,"Low value"
14824,1127.71,"Medium value"
14825,2226.91,"High value"
14828,2139.76,"High value"
14829,750.45,"Medium value"
14830,197.13,"Low value"
14834,1742.25,"High value"
14836,102.45,"Low value"
14837,1657.8,"Medium value"
14840,62.85,"Low value"
14841,3295.76,"High value"
14842,3192.58,"High value"
14844,3189.81,"High value"
14847,309.4,"Low value"
14849,7956.8,"High value"
14850,373.35,"Low value"
14851,511.35,"Low value"
14852,2836.69,"High value"
14853,488.55,"Low value"
14854,2769.77,"High value"
14855,645.65,"Low value"
14856,1311.38,"Medium value"
14857,1180.59,"Medium value"
14859,1355.44,"Medium value"
14860,172.02,"Low value"
14861,125.79,"Low value"
14862,841.2,"Medium value"
14863,266.76,"Low value"
14865,52.2,"Low value"
14866,14582.35,"High value"
14867,719.23,"Medium value"
14868,2967.54,"High value"
14869,729.45,"Medium value"
14870,327.25,"Low value"
14871,522.38,"Low value"
14873,519.68,"Low value"
14875,1481.92,"Medium value"
14878,1485.54,"Medium value"
14880,706.19,"Medium value"
14881,255.4,"Low value"
14882,589.7,"Low value"
14883,766.54,"Medium value"
14885,765.32,"Medium value"
14886,364.8,"Low value"
14887,1862,"High value"
14888,369.2,"Low value"
14889,135.9,"Low value"
14890,125.65,"Low value"
14891,554.38,"Low value"
14893,1237.85,"Medium value"
14894,655.75,"Low value"
14895,11257.16,"High value"
14896,468.77,"Low value"
14897,1366.38,"Medium value"
14898,1378.72,"Medium value"
14901,1427.59,"Medium value"
14902,351.21,"Low value"
14903,2876.78,"High value"
14904,1025.44,"Medium value"
14905,632.4,"Low value"
14907,3523.35,"High value"
14908,277.8,"Low value"
14910,478.84,"Low value"
14911,155077.5,"High value"
14912,894.18,"Medium value"
14913,1227.43,"Medium value"
14915,356.13,"Low value"
14916,1273.12,"Medium value"
14918,1610.15,"Medium value"
14920,977.77,"Medium value"
14921,1316.07,"Medium value"
14923,749.1,"Medium value"
14924,310.05,"Low value"
14929,223.88,"Low value"
14930,2372.86,"High value"
14931,1550.68,"Medium value"
14932,363.53,"Low value"
14934,1893.04,"High value"
14935,1784.71,"High value"
14936,8156.62,"High value"
14937,1626.13,"Medium value"
14944,5957.55,"High value"
14946,100.9,"Low value"
14947,290.82,"Low value"
14948,1137.37,"Medium value"
14950,381.15,"Low value"
14951,311.69,"Low value"
14952,8286.19,"High value"
14953,289.82,"Low value"
14954,336.17,"Low value"
14957,58.49,"Low value"
14958,499.68,"Low value"
14959,705.87,"Medium value"
14960,221.27,"Low value"
14961,7082.78,"High value"
14962,126.7,"Low value"
14963,1487.8,"Medium value"
14964,206.21,"Low value"
14965,599,"Low value"
14966,191.32,"Low value"
14967,463.8,"Low value"
14968,147.59,"Low value"
14970,1592.06,"Medium value"
14971,1116.57,"Medium value"
14972,114.77,"Low value"
14973,1314.45,"Medium value"
14974,114.39,"Low value"
14975,279.94,"Low value"
14976,815.86,"Medium value"
14978,1931.42,"High value"
14981,102.12,"Low value"
14984,213.27,"Low value"
14985,296.75,"Low value"
14987,326.4,"Low value"
14988,334.54,"Low value"
14995,233.23,"Low value"
14997,551.42,"Low value"
14998,429.87,"Low value"
15000,490.52,"Low value"
15002,1641.76,"Medium value"
15004,1246.32,"Medium value"
15005,6452.65,"High value"
15006,502.09,"Low value"
15007,156.91,"Low value"
15009,1261.78,"Medium value"
15010,308.94,"Low value"
15012,423.04,"Low value"
15014,260.17,"Low value"
15016,170.04,"Low value"
15017,125.58,"Low value"
15018,536.16,"Low value"
15019,266,"Low value"
15021,1957.36,"High value"
15022,905.04,"Medium value"
15023,6842.36,"High value"
15024,1661.33,"Medium value"
15025,377.01,"Low value"
15026,469,"Low value"
15027,1080.35,"Medium value"
15028,627.13,"Low value"
15030,518.28,"Low value"
15031,668.14,"Low value"
15032,5454.1,"High value"
15033,2602.32,"High value"
15034,4339.56,"High value"
15035,252.73,"Low value"
15036,465.55,"Low value"
15038,745.39,"Medium value"
15039,20042.44,"High value"
15041,180.35,"Low value"
15042,135.93,"Low value"
15043,537,"Low value"
15044,7771.08,"High value"
15045,837.66,"Medium value"
15046,5363.53,"High value"
15047,343.62,"Low value"
15048,387.53,"Low value"
15049,121.17,"Low value"
15050,1837.01,"High value"
15051,1391.61,"Medium value"
15052,215.78,"Low value"
15053,697.79,"Medium value"
15054,302.1,"Low value"
15057,1489.5,"Medium value"
15058,2124.99,"High value"
15059,1349.62,"Medium value"
15060,303.09,"Low value"
15061,54839.54,"High value"
15062,987.86,"Medium value"
15063,370.8,"Low value"
15065,3180.28,"High value"
15066,1026.59,"Medium value"
15067,1744.76,"High value"
15068,553.36,"Low value"
15069,1109.53,"Medium value"
15070,106.2,"Low value"
15071,982.07,"Medium value"
15073,1474.39,"Medium value"
15074,748.87,"Medium value"
15075,773.03,"Medium value"
15076,880.85,"Medium value"
15078,9862.87,"High value"
15079,897.56,"Medium value"
15081,522.25,"Low value"
15083,88.2,"Low value"
15087,306.94,"Low value"
15088,1179.87,"Medium value"
15089,2420.84,"High value"
15090,381.32,"Low value"
15091,484.46,"Low value"
15092,457.81,"Low value"
15093,4783.9,"High value"
15095,1376.5,"Medium value"
15096,219.39,"Low value"
15097,248.08,"Low value"
15098,79183.5,"High value"
15099,410.48,"Low value"
15100,1116.9,"Medium value"
15101,325.03,"Low value"
15103,703.36,"Medium value"
15104,1052.34,"Medium value"
15105,2298.93,"High value"
15106,1437.31,"Medium value"
15107,391.34,"Low value"
15108,1308.75,"Medium value"
15109,506.15,"Low value"
15110,1021.95,"Medium value"
15111,1567.48,"Medium value"
15113,3779.25,"High value"
15114,2760.56,"High value"
15115,340.11,"Low value"
15116,1352.75,"Medium value"
15117,1553.43,"Medium value"
15118,244.8,"Low value"
15119,266.4,"Low value"
15120,373.82,"Low value"
15121,457.72,"Low value"
15122,1655.43,"Medium value"
15123,2199.31,"High value"
15124,184.19,"Low value"
15125,11939.91,"High value"
15127,406.53,"Low value"
15128,1522.46,"Medium value"
15129,3447.4,"High value"
15130,330.11,"Low value"
15132,977.93,"Medium value"
15133,982.42,"Medium value"
15134,1387.99,"Medium value"
15135,150.95,"Low value"
15136,1290.95,"Medium value"
15139,178.96,"Low value"
15140,2358.5,"High value"
15142,498.74,"Low value"
15143,259.45,"Low value"
15144,6630.84,"High value"
15145,1194.73,"Medium value"
15146,1340.66,"Medium value"
15147,638.35,"Low value"
15148,301.29,"Low value"
15149,520.8,"Low value"
15150,5324.97,"High value"
15152,4807.14,"High value"
15153,329.25,"Low value"
15154,352.57,"Low value"
15156,961.49,"Medium value"
15157,2002.64,"High value"
15158,401.4,"Low value"
15159,18708.34,"High value"
15160,158.16,"Low value"
15163,304.47,"Low value"
15164,843.05,"Medium value"
15165,487.75,"Low value"
15167,163,"Low value"
15168,106.56,"Low value"
15171,1544.5,"Medium value"
15172,1624.05,"Medium value"
15174,135.75,"Low value"
15175,224.14,"Low value"
15178,40.5,"Low value"
15179,2227.7,"High value"
15180,87.5,"Low value"
